0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
0.05673513	-0.0638007	-0.14962348	-0.40008324	0.30559653	0.26043445	0.11724356	0.25948527	0.23721096	-0.3310209	-0.25906563	-0.6318243	-0.26127696	0.0022642126	-0.112921774	-0.28957504	-0.17293808	0.09854514	-0.34775406	-0.40543142	0.060071837	0.24462818	0.3252613	-0.43476373	-0.029600345	0.59394765	-0.053152084	0.24350049	-0.23503241	0.39355025	-0.21646884	-0.09604501	-0.40776446	-0.20082882	-0.3091876	0.3850317	0.49454296	0.08709759	0.24801843	-0.03388877	0.44962615	0.4433165	0.14548841	-0.23896646	0.58307177	-0.068494804	0.27298155	0.25455722	0.26475182	0.16253547
0.053310584	-0.07530821	-0.1616076	-0.45365152	0.3504965	0.29758915	0.12614799	0.29789495	0.26977903	-0.3818944	-0.30001292	-0.7239987	-0.29755256	0.007313856	-0.12846872	-0.33146563	-0.21469423	0.117863685	-0.38015786	-0.4566646	0.070658855	0.27455762	0.3749651	-0.506757	-0.045348268	0.68420213	-0.05338546	0.29443872	-0.26099032	0.44376156	-0.25026056	-0.11654145	-0.4643098	-0.22769956	-0.36822706	0.45829853	0.5675733	0.105978705	0.29323846	-0.04276909	0.5149703	0.49903613	0.15955299	-0.26155362	0.66538775	-0.07913029	0.313718	0.29843965	0.30669704	0.18671247
0.05475321	-0.06230954	-0.14829794	-0.40037727	0.3066928	0.25847366	0.11951546	0.26181838	0.2394888	-0.3317428	-0.25631103	-0.63067365	-0.26238316	0.0036069883	-0.11101394	-0.2922781	-0.17509264	0.09880082	-0.34464207	-0.40292022	0.06332446	0.24255809	0.32547763	-0.43585598	-0.030131454	0.5937311	-0.05175756	0.24312444	-0.23169114	0.39070806	-0.21676679	-0.09489404	-0.40853462	-0.20077121	-0.31162867	0.3872532	0.49263325	0.08896418	0.2496697	-0.03507426	0.44968703	0.4443983	0.14548764	-0.23657398	0.58152187	-0.06803834	0.269934	0.2546253	0.26650575	0.16590287
0.053131	-0.059684306	-0.14245567	-0.38584372	0.29822713	0.25178993	0.1188163	0.25322703	0.23218365	-0.3191419	-0.24940704	-0.6089548	-0.24947433	0.005748247	-0.10461203	-0.2841734	-0.16589613	0.09651134	-0.3336791	-0.3916216	0.062277287	0.23272686	0.31300658	-0.41717476	-0.030861326	0.5736482	-0.048632454	0.23693942	-0.22156674	0.38115004	-0.21218735	-0.09258175	-0.39335313	-0.19077025	-0.30141988	0.37384352	0.47631568	0.08667169	0.23815833	-0.035222787	0.4352082	0.4289904	0.14114806	-0.22710091	0.5596901	-0.06943367	0.26002494	0.24573569	0.25561753	0.16094242
0.033852838	-0.08605398	-0.17390315	-0.48559391	0.36129704	0.31569985	0.13231692	0.3213203	0.2918023	-0.43126512	-0.327557	-0.76409614	-0.29972383	0.022384904	-0.1335582	-0.35023496	-0.26034194	0.14123738	-0.37528637	-0.46631634	0.06372343	0.28661537	0.4073138	-0.5370933	-0.06907041	0.72497785	-0.04727844	0.33381236	-0.26071748	0.47681203	-0.27759406	-0.14820932	-0.47997934	-0.24854209	-0.40770027	0.5248016	0.61300737	0.11875541	0.32131517	-0.08714393	0.553067	0.50404024	0.14167538	-0.25725722	0.7115003	-0.09957754	0.34722894	0.35007456	0.33094716	0.2184336
0.062810265	-0.072487876	-0.17329235	-0.46547097	0.3559887	0.30069342	0.13579194	0.30221376	0.27806216	-0.38409612	-0.30057284	-0.72988284	-0.30407405	0.0031442344	-0.13353918	-0.33796424	-0.20826948	0.11153499	-0.40089837	-0.4685652	0.072202265	0.2806873	0.3779757	-0.50405854	-0.038303077	0.68839794	-0.058926914	0.28319842	-0.27026182	0.4533219	-0.25358	-0.109133616	-0.4723014	-0.23183419	-0.3627587	0.45081982	0.5713345	0.10380893	0.28675523	-0.040345766	0.5191716	0.51692116	0.17024085	-0.2757227	0.6694476	-0.08180033	0.31323633	0.2956345	0.30800352	0.18895102
0.059132308	-0.06745029	-0.16335863	-0.43881714	0.33265576	0.28863776	0.1329261	0.2944168	0.2642369	-0.36450073	-0.28056383	-0.6868704	-0.28989244	0.003167244	-0.12105245	-0.32105133	-0.1920014	0.10682254	-0.37627566	-0.4427626	0.06813889	0.2650754	0.3549061	-0.47690007	-0.03305754	0.65062195	-0.053961832	0.27262706	-0.2474616	0.42876792	-0.23910654	-0.10213662	-0.44516027	-0.21658392	-0.344424	0.42441592	0.5408737	0.09466785	0.27003413	-0.039512202	0.49353883	0.48445904	0.1596677	-0.25390258	0.6318679	-0.07854811	0.2989145	0.28043187	0.2904434	0.18062602
0.053954747	-0.05729386	-0.14013691	-0.38039234	0.28968647	0.2465304	0.112925686	0.2516316	0.23003438	-0.31834835	-0.24854241	-0.6017509	-0.25002587	0.004312344	-0.10618702	-0.27806875	-0.16735539	0.09526033	-0.32669628	-0.38375613	0.06069533	0.22871989	0.3114618	-0.4132486	-0.029542055	0.5644125	-0.04999165	0.23142298	-0.22117391	0.3716906	-0.20822734	-0.08961706	-0.38776	-0.1891247	-0.29761064	0.37020344	0.4714367	0.0865313	0.23841532	-0.034988575	0.426891	0.42264178	0.13830535	-0.2261948	0.55399823	-0.06689537	0.25724843	0.24476473	0.25338075	0.15573984
0.054278996	-0.08086718	-0.16254608	-0.48564672	0.3753995	0.31174067	0.12752984	0.3152646	0.28297696	-0.4059099	-0.3198397	-0.7704825	-0.31349206	0.0149378935	-0.1371484	-0.34466776	-0.23000899	0.12722631	-0.38959572	-0.4838561	0.07563653	0.2946529	0.40078562	-0.5477726	-0.053062856	0.7291451	-0.053139303	0.3200315	-0.27063185	0.4725068	-0.26380146	-0.12566537	-0.4929846	-0.24049664	-0.3963316	0.49352524	0.6078609	0.11557304	0.31522137	-0.043611106	0.55019116	0.52011603	0.16885109	-0.2724126	0.7074636	-0.08532883	0.3370845	0.32115293	0.32999656	0.19870414
0.059668034	-0.07867318	-0.17670256	-0.4896071	0.37482172	0.318357	0.14389718	0.3257546	0.29260486	-0.41113165	-0.31782362	-0.7759709	-0.3204748	0.012629039	-0.13757193	-0.35599035	-0.22789536	0.12474602	-0.40926805	-0.48907128	0.077571936	0.29374573	0.4051849	-0.5414914	-0.04748999	0.7302678	-0.05991274	0.30774572	-0.28196654	0.47866663	-0.26403636	-0.121996745	-0.4992035	-0.24620369	-0.38843584	0.4917955	0.60865283	0.11400262	0.31057084	-0.047076203	0.55444694	0.53640234	0.16852881	-0.28539544	0.7168027	-0.08350676	0.3361049	0.3201818	0.33094725	0.20367996
